Formatted Date,Summary,Precip Type,Temperature,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure,Daily Summary
2006-04-18 13:00:00.000 +0200,Partly Cloudy,rain,17.87222222,17.87222222,0.64,8.372,12,11.27,0,1013.11,Partly cloudy until night.
2006-04-02 13:00:00.000 +0200,Partly Cloudy,rain,16.36666667,16.36666667,0.61,7.1323,227,11.27,0,1014.51,Partly cloudy throughout the day.
2006-04-02 14:00:00.000 +0200,Partly Cloudy,rain,17.37222222,17.37222222,0.57,3.6225,251,11.4471,0,1014.32,Partly cloudy throughout the day.
2006-04-02 15:00:00.000 +0200,Partly Cloudy,rain,17.67222222,17.67222222,0.51,1.7549,156,11.27,0,1013.93,Partly cloudy throughout the day.
2006-04-02 16:00:00.000 +0200,Partly Cloudy,rain,17.72222222,17.72222222,0.53,8.6779,113,11.27,0,1013.45,Partly cloudy throughout the day.
2006-04-02 17:00:00.000 +0200,Partly Cloudy,rain,16.23888889,16.23888889,0.61,2.8336,261,11.3988,0,1013.43,Partly cloudy throughout the day.
2006-04-22 13:00:00.000 +0200,Partly Cloudy,rain,17.91666667,17.91666667,0.68,4.0894,6,11.27,0,1016.9,Foggy starting overnight continuing until morning.
2006-04-22 14:00:00.000 +0200,Partly Cloudy,rain,19.98333333,19.98333333,0.53,1.2236,72,11.1412,0,1016.4,Foggy starting overnight continuing until morning.
2006-04-22 18:00:00.000 +0200,Partly Cloudy,rain,19.08888889,19.08888889,0.63,9.1287,23,11.2056,0,1014.68,Foggy starting overnight continuing until morning.
2006-04-22 19:00:00.000 +0200,Partly Cloudy,rain,17.45,17.45,0.62,7.567,24,11.2056,0,1014.78,Foggy starting overnight continuing until morning.
2006-04-23 09:00:00.000 +0200,Partly Cloudy,rain,18.73333333,18.73333333,0.68,3.22,300,9.982,0,1016.23,Foggy in the morning.
2006-04-23 19:00:00.000 +0200,Partly Cloudy,rain,18.01111111,18.01111111,0.68,0.322,157,9.982,0,1014.78,Foggy in the morning.
2006-04-23 20:00:00.000 +0200,Partly Cloudy,rain,17.42222222,17.42222222,0.65,0.5313,139,9.982,0,1015.54,Foggy in the morning.
2006-04-26 20:00:00.000 +0200,Mostly Cloudy,rain,18.26111111,18.26111111,0.62,6.2146,28,10.3523,0,1013.75,Mostly cloudy starting overnight continuing until night.
2006-04-26 21:00:00.000 +0200,Mostly Cloudy,rain,17.2,17.2,0.67,14.49,30,9.982,0,1014.13,Mostly cloudy starting overnight continuing until night.
2006-04-27 12:00:00.000 +0200,Mostly Cloudy,rain,19.05555556,19.05555556,0.67,9.0965,128,9.982,0,1013.0,Mostly cloudy throughout the day.
2006-04-03 11:00:00.000 +0200,Partly Cloudy,rain,15.97777778,15.97777778,0.63,4.669,291,11.3988,0,1014.75,Partly cloudy until night.
2006-04-03 12:00:00.000 +0200,Partly Cloudy,rain,17.26666667,17.26666667,0.57,5.474,312,11.27,0,1014.41,Partly cloudy until night.
2006-04-03 13:00:00.000 +0200,Partly Cloudy,rain,17.84444444,17.84444444,0.5,2.6726,211,11.27,0,1014.02,Partly cloudy until night.
2006-04-03 14:00:00.000 +0200,Partly Cloudy,rain,16.42777778,16.42777778,0.54,3.9928,296,10.8997,0,1013.55,Partly cloudy until night.
2006-04-03 15:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.46,1.6744,264,11.27,0,1013.02,Partly cloudy until night.
2006-04-30 10:00:00.000 +0200,Mostly Cloudy,rain,15.02777778,15.02777778,0.54,17.3075,129,9.982,0,1013.36,Mostly cloudy throughout the day.
2006-04-30 11:00:00.000 +0200,Mostly Cloudy,rain,16.03888889,16.03888889,0.47,24.5203,132,11.4471,0,1013.41,Mostly cloudy throughout the day.
2006-04-30 12:00:00.000 +0200,Mostly Cloudy,rain,15.22777778,15.22777778,0.51,20.3665,147,11.2056,0,1013.34,Mostly cloudy throughout the day.
2006-04-30 13:00:00.000 +0200,Mostly Cloudy,rain,16.20555556,16.20555556,0.44,14.4417,129,11.2056,0,1013.62,Mostly cloudy throughout the day.
2006-04-30 14:00:00.000 +0200,Partly Cloudy,rain,17.3,17.3,0.43,18.0159,124,11.3988,0,1013.28,Mostly cloudy throughout the day.
2006-04-09 14:00:00.000 +0200,Partly Cloudy,rain,16.25,16.25,0.43,14.7798,149,15.3111,0,1016.76,Partly cloudy starting in the afternoon.
2006-04-09 15:00:00.000 +0200,Mostly Cloudy,rain,17.26666667,17.26666667,0.41,16.1,159,9.982,0,1016.04,Partly cloudy starting in the afternoon.
2006-04-09 16:00:00.000 +0200,Mostly Cloudy,rain,17.28888889,17.28888889,0.38,16.2288,159,9.982,0,1015.06,Partly cloudy starting in the afternoon.
2006-04-09 17:00:00.000 +0200,Overcast,rain,17.38888889,17.38888889,0.37,14.1358,167,10.3523,0,1014.68,Partly cloudy starting in the afternoon.
2006-04-09 18:00:00.000 +0200,Mostly Cloudy,rain,17.28888889,17.28888889,0.38,14.49,159,9.982,0,1014.36,Partly cloudy starting in the afternoon.
2006-04-09 19:00:00.000 +0200,Partly Cloudy,rain,15.08888889,15.08888889,0.44,9.7083,158,9.982,0,1014.16,Partly cloudy starting in the afternoon.
2006-08-22 09:00:00.000 +0200,Partly Cloudy,rain,19.97777778,19.97777778,0.64,15.8585,299,9.982,0,1015.63,Partly cloudy starting in the morning.
2006-08-22 20:00:00.000 +0200,Partly Cloudy,rain,19.85,19.85,0.65,9.0643,300,11.3988,0,1015.08,Partly cloudy starting in the morning.
2006-08-23 10:00:00.000 +0200,Partly Cloudy,rain,19.93333333,19.93333333,0.68,15.7136,299,11.27,0,1016.62,Partly cloudy starting in the morning.
2006-08-24 09:00:00.000 +0200,Partly Cloudy,rain,19.98888889,19.98888889,0.68,4.8139,140,9.982,0,1015.07,Partly cloudy starting in the morning.
2006-08-31 10:00:00.000 +0200,Breezy and Overcast,rain,15.94444444,15.94444444,0.68,33.9066,289,11.27,0,1016.52,Mostly cloudy until night and breezy in the afternoon.
2006-12-08 13:00:00.000 +0100,Partly Cloudy,rain,15.21111111,15.21111111,0.65,14.3612,151,9.982,0,1015.99,Partly cloudy starting in the morning continuing until night.
2006-12-08 14:00:00.000 +0100,Partly Cloudy,rain,15.11111111,15.11111111,0.66,15.8263,149,9.982,0,1015.51,Partly cloudy starting in the morning continuing until night.
2006-06-01 17:00:00.000 +0200,Overcast,rain,17.28333333,17.28333333,0.43,9.1126,33,10.3523,0,1016.96,Mostly cloudy until night.
2006-06-01 18:00:00.000 +0200,Overcast,rain,16.11111111,16.11111111,0.56,7.7602,35,9.982,0,1016.55,Mostly cloudy until night.
2006-06-01 19:00:00.000 +0200,Overcast,rain,15.02222222,15.02222222,0.6,9.1931,37,9.982,0,1016.74,Mostly cloudy until night.
2006-06-14 20:00:00.000 +0200,Partly Cloudy,rain,17.94444444,17.94444444,0.6,7.3094,358,10.3523,0,1016.07,Partly cloudy throughout the day.
2006-06-14 22:00:00.000 +0200,Partly Cloudy,rain,16.50555556,16.50555556,0.66,10.7387,50,15.8263,0,1016.95,Partly cloudy throughout the day.
2006-03-26 17:00:00.000 +0200,Overcast,rain,17.82777778,17.82777778,0.45,16.583,216,11.3988,0,1016.17,Mostly cloudy until night.
2006-03-27 10:00:00.000 +0200,Partly Cloudy,rain,17.17222222,17.17222222,0.58,9.7888,192,9.9015,0,1016.5,Partly cloudy starting in the morning.
2006-03-27 11:00:00.000 +0200,Partly Cloudy,rain,17.68333333,17.68333333,0.59,10.8192,193,9.982,0,1016.51,Partly cloudy starting in the morning.
2006-03-27 12:00:00.000 +0200,Partly Cloudy,rain,18.96111111,18.96111111,0.6,17.4041,211,11.2056,0,1015.97,Partly cloudy starting in the morning.
2006-03-27 13:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.52,17.3558,202,11.2056,0,1015.34,Partly cloudy starting in the morning.
2006-03-30 14:00:00.000 +0200,Partly Cloudy,rain,16.09444444,16.09444444,0.38,19.5454,289,10.3523,0,1016.91,Partly cloudy throughout the day.
2006-03-30 15:00:00.000 +0200,Partly Cloudy,rain,17.19444444,17.19444444,0.34,15.9712,288,9.982,0,1015.91,Partly cloudy throughout the day.
2006-03-30 16:00:00.000 +0200,Partly Cloudy,rain,17.23888889,17.23888889,0.31,10.0464,285,9.982,0,1015.27,Partly cloudy throughout the day.
2006-03-30 17:00:00.000 +0200,Partly Cloudy,rain,17.08333333,17.08333333,0.32,13.1537,248,10.3523,0,1014.55,Partly cloudy throughout the day.
2006-03-30 18:00:00.000 +0200,Mostly Cloudy,rain,16.15555556,16.15555556,0.39,16.0678,230,9.982,0,1014.17,Partly cloudy throughout the day.
2006-05-01 12:00:00.000 +0200,Overcast,rain,15.72222222,15.72222222,0.64,17.1304,161,11.0768,0,1014.75,Mostly cloudy until night.
2006-05-01 13:00:00.000 +0200,Overcast,rain,15.7,15.7,0.69,9.338,216,11.0768,0,1014.57,Mostly cloudy until night.
2006-05-11 13:00:00.000 +0200,Mostly Cloudy,rain,17.29444444,17.29444444,0.62,10.7387,312,11.27,0,1014.52,Mostly cloudy throughout the day.
2006-05-11 14:00:00.000 +0200,Mostly Cloudy,rain,17.67222222,17.67222222,0.63,12.0106,311,11.4471,0,1014.31,Mostly cloudy throughout the day.
2006-05-14 08:00:00.000 +0200,Mostly Cloudy,rain,17.42222222,17.42222222,0.61,4.1377,230,9.982,0,1016.98,Mostly cloudy throughout the day.
2006-05-14 09:00:00.000 +0200,Mostly Cloudy,rain,18.81666667,18.81666667,0.65,7.728,204,9.982,0,1016.6,Mostly cloudy throughout the day.
2006-05-14 18:00:00.000 +0200,Partly Cloudy,rain,17.65,17.65,0.61,13.6367,257,11.27,0,1015.33,Mostly cloudy throughout the day.
2006-05-17 10:00:00.000 +0200,Overcast,rain,19.83333333,19.83333333,0.68,10.9802,262,10.0464,0,1015.33,Partly cloudy throughout the day.
2006-05-17 16:00:00.000 +0200,Partly Cloudy,rain,19.97222222,19.97222222,0.68,26.8709,289,11.27,0,1015.49,Partly cloudy throughout the day.
2006-05-19 00:00:00.000 +0200,Partly Cloudy,rain,16.76111111,16.76111111,0.67,11.2056,149,15.8263,0,1016.29,Mostly cloudy throughout the day.
2006-05-19 01:00:00.000 +0200,Mostly Cloudy,rain,16.68888889,16.68888889,0.7,11.0929,169,15.8263,0,1015.93,Mostly cloudy throughout the day.
2006-05-22 08:00:00.000 +0200,Partly Cloudy,rain,18.69444444,18.69444444,0.67,1.7549,56,9.982,0,1015.14,Partly cloudy until night.
2006-05-27 09:00:00.000 +0200,Mostly Cloudy,rain,18.79444444,18.79444444,0.69,28.4004,289,11.27,0,1016.24,Mostly cloudy until night and breezy starting in the morning continuing until afternoon.
2006-05-27 10:00:00.000 +0200,Breezy and Partly Cloudy,rain,19.92777778,19.92777778,0.63,35.9191,299,11.27,0,1016.47,Mostly cloudy until night and breezy starting in the morning continuing until afternoon.
2006-05-28 09:00:00.000 +0200,Mostly Cloudy,rain,19.97222222,19.97222222,0.69,8.4203,161,11.2056,0,1015.04,Mostly cloudy throughout the day.
2006-05-29 12:00:00.000 +0200,Overcast,rain,17.17777778,17.17777778,0.67,8.1788,268,11.2056,0,1014.78,Overcast throughout the day.
2006-05-29 13:00:00.000 +0200,Overcast,rain,17.17777778,17.17777778,0.63,8.1949,258,11.2056,0,1014.19,Overcast throughout the day.
2006-05-29 14:00:00.000 +0200,Overcast,rain,17.06666667,17.06666667,0.64,5.6511,258,11.3988,0,1013.78,Overcast throughout the day.
2006-05-07 17:00:00.000 +0200,Partly Cloudy,rain,17.80555556,17.80555556,0.5,1.5456,323,11.4471,0,1016.94,Partly cloudy starting in the morning.
2006-05-07 18:00:00.000 +0200,Partly Cloudy,rain,17.55,17.55,0.53,13.9587,333,11.27,0,1016.81,Partly cloudy starting in the morning.
2006-05-08 12:00:00.000 +0200,Partly Cloudy,rain,16.95555556,16.95555556,0.64,4.3631,210,11.27,0,1016.83,Partly cloudy throughout the day.
2006-05-08 14:00:00.000 +0200,Partly Cloudy,rain,17.11111111,17.11111111,0.59,8.5813,250,11.4471,0,1016.33,Partly cloudy throughout the day.
2006-05-08 15:00:00.000 +0200,Partly Cloudy,rain,18.68888889,18.68888889,0.61,2.5921,280,11.27,0,1015.99,Partly cloudy throughout the day.
2006-05-08 16:00:00.000 +0200,Partly Cloudy,rain,18.67777778,18.67777778,0.5,3.0268,262,11.27,0,1015.52,Partly cloudy throughout the day.
2006-05-08 17:00:00.000 +0200,Partly Cloudy,rain,18.57222222,18.57222222,0.5,5.4901,227,11.4471,0,1015.37,Partly cloudy throughout the day.
2006-05-08 18:00:00.000 +0200,Partly Cloudy,rain,17.70555556,17.70555556,0.53,7.8407,252,11.27,0,1015.23,Partly cloudy throughout the day.
2006-05-08 19:00:00.000 +0200,Partly Cloudy,rain,17.07777778,17.07777778,0.59,4.7656,308,11.27,0,1015.12,Partly cloudy throughout the day.
2006-05-09 10:00:00.000 +0200,Partly Cloudy,rain,17.82777778,17.82777778,0.7,7.5348,199,11.27,0,1015.28,Foggy in the morning.
2006-05-09 11:00:00.000 +0200,Partly Cloudy,rain,18.73333333,18.73333333,0.57,7.6314,178,11.4471,0,1015.08,Foggy in the morning.
2006-05-09 12:00:00.000 +0200,Partly Cloudy,rain,19.95555556,19.95555556,0.53,7.8085,158,11.27,0,1014.49,Foggy in the morning.
2006-10-01 19:00:00.000 +0200,Mostly Cloudy,rain,19.92777778,19.92777778,0.63,4.7012,162,9.982,0,1016.77,Foggy in the morning.
2006-10-19 13:00:00.000 +0200,Partly Cloudy,rain,15.99444444,15.99444444,0.32,24.6169,159,9.982,0,1015.96,Partly cloudy starting in the morning.
2006-10-07 13:00:00.000 +0200,Partly Cloudy,rain,18.98333333,18.98333333,0.55,11.0285,147,9.982,0,1016.97,Foggy starting overnight continuing until morning.
2006-10-07 14:00:00.000 +0200,Partly Cloudy,rain,19.06666667,19.06666667,0.5,9.5956,117,10.3523,0,1016.29,Foggy starting overnight continuing until morning.
2006-10-07 17:00:00.000 +0200,Partly Cloudy,rain,19.1,19.1,0.46,2.737,101,10.3523,0,1015.34,Foggy starting overnight continuing until morning.
2006-10-07 18:00:00.000 +0200,Partly Cloudy,rain,16.12777778,16.12777778,0.62,4.7334,71,9.982,0,1015.7,Foggy starting overnight continuing until morning.
2006-09-15 02:00:00.000 +0200,Mostly Cloudy,rain,17.17222222,17.17222222,0.68,10.8514,102,14.9569,0,1015.74,Mostly cloudy starting overnight continuing until afternoon.
2006-09-15 03:00:00.000 +0200,Mostly Cloudy,rain,15.41111111,15.41111111,0.63,16.7923,108,15.8263,0,1016.47,Mostly cloudy starting overnight continuing until afternoon.
2006-09-15 04:00:00.000 +0200,Mostly Cloudy,rain,15.40555556,15.40555556,0.63,16.8406,108,15.8263,0,1016.09,Mostly cloudy starting overnight continuing until afternoon.
2006-09-15 05:00:00.000 +0200,Mostly Cloudy,rain,15.13333333,15.13333333,0.65,16.4542,107,14.9569,0,1016.12,Mostly cloudy starting overnight continuing until afternoon.
2006-09-15 07:00:00.000 +0200,Mostly Cloudy,rain,16.93888889,16.93888889,0.56,15.4077,108,9.982,0,1015.61,Mostly cloudy starting overnight continuing until afternoon.
2006-09-15 08:00:00.000 +0200,Mostly Cloudy,rain,17.27777778,17.27777778,0.59,16.5025,105,10.3523,0,1015.84,Mostly cloudy starting overnight continuing until afternoon.
2006-09-15 09:00:00.000 +0200,Mostly Cloudy,rain,18.72222222,18.72222222,0.53,15.6975,98,9.982,0,1015.59,Mostly cloudy starting overnight continuing until afternoon.
2006-09-15 23:00:00.000 +0200,Mostly Cloudy,rain,19.59444444,19.59444444,0.57,10.9802,96,14.9569,0,1015.38,Mostly cloudy starting overnight continuing until afternoon.
2006-09-16 00:00:00.000 +0200,Mostly Cloudy,rain,19.18888889,19.18888889,0.62,10.8675,97,15.8263,0,1015.51,Mostly cloudy starting in the morning continuing until afternoon.
2006-09-16 01:00:00.000 +0200,Mostly Cloudy,rain,18.1,18.1,0.66,10.8031,97,15.8263,0,1015.41,Mostly cloudy starting in the morning continuing until afternoon.
2006-09-16 02:00:00.000 +0200,Mostly Cloudy,rain,17.86111111,17.86111111,0.63,12.6063,112,14.9569,0,1014.91,Mostly cloudy starting in the morning continuing until afternoon.
2006-09-16 07:00:00.000 +0200,Mostly Cloudy,rain,17.1,17.1,0.67,3.864,81,9.982,0,1015.11,Mostly cloudy starting in the morning continuing until afternoon.
2006-09-16 09:00:00.000 +0200,Overcast,rain,18.81666667,18.81666667,0.65,11.3988,87,9.982,0,1015.8,Mostly cloudy starting in the morning continuing until afternoon.
2006-09-16 23:00:00.000 +0200,Overcast,rain,19.93333333,19.93333333,0.51,14.0231,110,14.9569,0,1014.96,Mostly cloudy starting in the morning continuing until afternoon.
2006-09-17 00:00:00.000 +0200,Mostly Cloudy,rain,19.28333333,19.28333333,0.55,10.9319,116,15.8263,0,1015.25,Mostly cloudy starting in the afternoon.
2006-09-17 01:00:00.000 +0200,Mostly Cloudy,rain,18.75,18.75,0.57,13.7333,99,15.8263,0,1015.07,Mostly cloudy starting in the afternoon.
2006-09-17 03:00:00.000 +0200,Overcast,rain,17.77777778,17.77777778,0.65,17.0821,118,15.8263,0,1014.69,Mostly cloudy starting in the afternoon.
2006-09-17 04:00:00.000 +0200,Overcast,rain,17.7,17.7,0.66,17.3236,128,9.982,0,1015.7,Mostly cloudy starting in the afternoon.
2006-09-17 05:00:00.000 +0200,Mostly Cloudy,rain,17.96111111,17.96111111,0.59,17.0982,137,14.9569,0,1014.48,Mostly cloudy starting in the afternoon.
2006-09-17 08:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.53,16.2288,120,10.3523,0,1015.53,Mostly cloudy starting in the afternoon.
2006-09-22 18:00:00.000 +0200,Partly Cloudy,rain,19.92777778,19.92777778,0.41,15.7619,30,9.982,0,1016.77,Partly cloudy until evening.
2006-09-25 10:00:00.000 +0200,Clear,rain,19.97222222,19.97222222,0.68,8.05,116,9.982,0,1016.87,Partly cloudy starting in the afternoon.
2006-09-25 20:00:00.000 +0200,Partly Cloudy,rain,19.5,19.5,0.6,8.9516,96,10.3523,0,1013.55,Partly cloudy starting in the afternoon.
2006-09-25 21:00:00.000 +0200,Partly Cloudy,rain,18.56666667,18.56666667,0.63,9.66,88,9.982,0,1013.52,Partly cloudy starting in the afternoon.
2006-09-25 22:00:00.000 +0200,Partly Cloudy,rain,17.96666667,17.96666667,0.67,6.1502,90,15.8263,0,1013.52,Partly cloudy starting in the afternoon.
2006-09-25 23:00:00.000 +0200,Partly Cloudy,rain,17.82777778,17.82777778,0.68,10.2879,105,14.9569,0,1013.47,Partly cloudy starting in the afternoon.
2006-09-27 10:00:00.000 +0200,Mostly Cloudy,rain,19.70555556,19.70555556,0.64,2.0447,15,9.982,0,1013.17,Mostly cloudy throughout the day.
2006-09-08 09:00:00.000 +0200,Partly Cloudy,rain,19.92777778,19.92777778,0.69,12.3326,171,10.0464,0,1015.1,Partly cloudy starting overnight and breezy in the afternoon.
2007-04-10 15:00:00.000 +0200,Partly Cloudy,rain,19.97222222,19.97222222,0.32,27.6437,300,9.982,0,1016.73,Partly cloudy until night.
2007-04-10 17:00:00.000 +0200,Mostly Cloudy,rain,19.21111111,19.21111111,0.32,23.5865,311,10.3523,0,1016.0,Partly cloudy until night.
2007-04-10 18:00:00.000 +0200,Mostly Cloudy,rain,17.97777778,17.97777778,0.37,16.3576,327,9.982,0,1016.21,Partly cloudy until night.
2007-04-10 19:00:00.000 +0200,Mostly Cloudy,rain,16.33333333,16.33333333,0.47,5.0393,335,9.982,0,1016.2,Partly cloudy until night.
2007-04-17 19:00:00.000 +0200,Partly Cloudy,rain,16.36111111,16.36111111,0.35,9.3058,161,9.982,0,1016.1,Partly cloudy starting in the morning continuing until night.
2007-04-20 10:00:00.000 +0200,Clear,rain,16.16111111,16.16111111,0.36,16.3254,240,9.982,0,1016.82,Partly cloudy starting in the afternoon continuing until evening.
2007-04-20 11:00:00.000 +0200,Clear,rain,17.25555556,17.25555556,0.37,17.0821,238,10.3523,0,1016.78,Partly cloudy starting in the afternoon continuing until evening.
2007-04-20 12:00:00.000 +0200,Clear,rain,18.96111111,18.96111111,0.3,15.9551,243,9.982,0,1016.31,Partly cloudy starting in the afternoon continuing until evening.
2007-04-20 13:00:00.000 +0200,Clear,rain,19.05,19.05,0.33,17.5812,291,9.982,0,1015.82,Partly cloudy starting in the afternoon continuing until evening.
2007-04-20 19:00:00.000 +0200,Partly Cloudy,rain,17.4,17.4,0.34,13.0571,330,9.982,0,1014.44,Partly cloudy starting in the afternoon continuing until evening.
2007-04-24 18:00:00.000 +0200,Mostly Cloudy,rain,19.02222222,19.02222222,0.43,12.2682,220,9.9015,0,1015.64,Partly cloudy starting overnight.
2007-04-24 19:00:00.000 +0200,Mostly Cloudy,rain,17.15,17.15,0.59,2.1574,118,9.982,0,1015.64,Partly cloudy starting overnight.
2007-04-24 20:00:00.000 +0200,Partly Cloudy,rain,17.29444444,17.29444444,0.49,20.93,353,11.4471,0,1016.07,Partly cloudy starting overnight.
2007-04-28 19:00:00.000 +0200,Partly Cloudy,rain,19.27777778,19.27777778,0.42,9.2575,270,9.982,0,1016.83,Partly cloudy starting in the afternoon.
2007-04-28 20:00:00.000 +0200,Partly Cloudy,rain,16.22222222,16.22222222,0.47,10.5455,273,10.3523,0,1016.86,Partly cloudy starting in the afternoon.
2007-04-29 08:00:00.000 +0200,Partly Cloudy,rain,16.91666667,16.91666667,0.49,13.2342,288,9.982,0,1013.6,Partly cloudy until night.
2007-04-03 11:00:00.000 +0200,Partly Cloudy,rain,15.96666667,15.96666667,0.38,7.1806,252,9.982,0,1014.58,Partly cloudy until evening.
2007-04-30 10:00:00.000 +0200,Mostly Cloudy,rain,15.04444444,15.04444444,0.5,9.3058,53,9.982,0,1014.57,Partly cloudy throughout the day.
2007-04-30 11:00:00.000 +0200,Mostly Cloudy,rain,17.01666667,17.01666667,0.39,8.2432,34,10.3523,0,1014.45,Partly cloudy throughout the day.
2007-04-30 12:00:00.000 +0200,Mostly Cloudy,rain,17.77777778,17.77777778,0.37,7.6636,256,9.982,0,1013.86,Partly cloudy throughout the day.
2007-04-30 13:00:00.000 +0200,Mostly Cloudy,rain,18.81666667,18.81666667,0.33,9.5151,308,9.982,0,1013.18,Partly cloudy throughout the day.
2007-04-06 12:00:00.000 +0200,Partly Cloudy,rain,16.13888889,16.13888889,0.44,16.1483,290,9.982,0,1016.94,Mostly cloudy until afternoon.
2007-04-06 13:00:00.000 +0200,Partly Cloudy,rain,17.24444444,17.24444444,0.51,16.0356,299,9.982,0,1016.74,Mostly cloudy until afternoon.
2007-04-06 14:00:00.000 +0200,Partly Cloudy,rain,17.64444444,17.64444444,0.45,16.744,295,10.3523,0,1016.37,Mostly cloudy until afternoon.
2007-04-06 15:00:00.000 +0200,Partly Cloudy,rain,17.89444444,17.89444444,0.42,16.3898,290,9.982,0,1015.84,Mostly cloudy until afternoon.
2007-04-06 16:00:00.000 +0200,Clear,rain,17.89444444,17.89444444,0.33,22.5883,300,9.982,0,1015.64,Mostly cloudy until afternoon.
2007-04-06 17:00:00.000 +0200,Clear,rain,17.96111111,17.96111111,0.36,21.4935,300,10.3523,0,1015.63,Mostly cloudy until afternoon.
2007-04-06 18:00:00.000 +0200,Clear,rain,17.82222222,17.82222222,0.4,21.0588,300,15.8263,0,1015.65,Mostly cloudy until afternoon.
2007-04-06 19:00:00.000 +0200,Clear,rain,15.15555556,15.15555556,0.46,16.5669,309,9.982,0,1015.96,Mostly cloudy until afternoon.
2007-04-09 16:00:00.000 +0200,Partly Cloudy,rain,19.48888889,19.48888889,0.31,11.3183,247,16.1,0,1016.73,Partly cloudy starting in the morning.
2007-04-09 18:00:00.000 +0200,Mostly Cloudy,rain,17.38333333,17.38333333,0.37,12.6385,242,9.982,0,1016.08,Partly cloudy starting in the morning.
2007-08-01 21:00:00.000 +0200,Partly Cloudy,rain,17.85,17.85,0.5,1.6583,111,9.982,0,1016.73,Partly cloudy until evening.
2007-08-15 01:00:00.000 +0200,Clear,rain,17.85555556,17.85555556,0.68,3.3488,272,15.8263,0,1013.02,Partly cloudy starting in the morning continuing until night.
2007-08-15 07:00:00.000 +0200,Clear,rain,18.71111111,18.71111111,0.69,1.8354,310,9.982,0,1013.44,Partly cloudy starting in the morning continuing until night.
2007-08-16 00:00:00.000 +0200,Partly Cloudy,rain,19.98333333,19.98333333,0.69,3.0751,130,15.8263,0,1013.2,Clear throughout the day.
2007-08-16 02:00:00.000 +0200,Clear,rain,19.55,19.55,0.7,3.0751,133,14.9569,0,1013.34,Clear throughout the day.
2007-08-17 06:00:00.000 +0200,Clear,rain,17.41111111,17.41111111,0.68,3.4776,302,9.982,0,1013.12,Partly cloudy starting in the afternoon.
2007-08-02 02:00:00.000 +0200,Clear,rain,15.57777778,15.57777778,0.64,6.1502,150,14.9569,0,1015.57,Partly cloudy starting in the morning continuing until evening.
2007-08-02 23:00:00.000 +0200,Clear,rain,19.05555556,19.05555556,0.49,3.9928,173,14.9569,0,1015.52,Partly cloudy starting in the morning continuing until evening.
